h3,city,no_vehicle,buildings,lat,lon
892a3066b27ffff,Boston,22.315622342794207,32,42.28328107749395,-71.06018630954196
892a306551bffff,Boston,22.249285400844254,6,42.35333972164881,-71.17314262495888
892a3065933ffff,Boston,22.16430762986173,155,42.26974759264333,-71.16998315706837
892a30648c7ffff,Boston,21.737296993950245,46,42.28021209043889,-71.11404085694687
892a3064843ffff,Boston,21.716970805224236,44,42.27763417251433,-71.12279179836504
892a306680fffff,Boston,21.647415197178777,94,42.310111950249244,-71.05157045265621
892a3066807ffff,Boston,21.629271046356084,98,42.309673680134736,-71.04779628388337
892a3066557ffff,Boston,21.55700132388769,7,42.37142576387344,-71.04125909528281
892a30648c3ffff,Boston,21.014795371358456,26,42.28244878412499,-71.11596048272331
892a3067117ffff,Cambridge,20.963013517557485,1,42.369424479199445,-71.12212042149358
892a3064b9bffff,Boston,20.901159125147583,2,42.26379382495088,-71.12268418991502
892a3064113ffff,Boston,20.828150892904837,2,42.315960950734905,-71.10913516408326
892a306716fffff,Boston,20.7435632024799,7,42.36093370094328,-71.13759187846149
892a3074ba3ffff,Boston,20.734336379594332,99,42.38543835077769,-71.00567708448087
892a306694fffff,Boston,20.56019647828056,35,42.29365088656984,-71.04990232817447
892a3066817ffff,Boston,20.50979624225941,23,42.31190148641476,-71.04704694391789
892a30660b3ffff,Boston,20.38614362168019,1,42.36806066121804,-71.05145635376559
892a33936d3ffff,Boston,20.32826418716357,28,42.28547564461722,-71.0512532659905
892a3064b07ffff,Boston,20.29717853021666,10,42.253610134626214,-71.12632619049342
892a30645abffff,Boston,20.264215031376317,3,42.3288340336494,-71.08983109356028
892a3064e7bffff,Boston,20.100431277143944,115,42.29118207581801,-71.13784876142257
892a3064a0bffff,Boston,20.064220763225634,174,42.274960404585336,-71.14789991314197
892a3066a57ffff,Boston,19.939888101347726,59,42.31496308364706,-71.08853814704672
892a3064127ffff,Boston,19.9060588030087,7,42.30240852487109,-71.10644652367147
892a3066bafffff,Boston,19.85300322104694,105,42.288745877499714,-71.05786583124275
892a30659abffff,Boston,19.596069576577666,143,42.2721554224871,-71.16794366106339
892a3066b7bffff,Boston,19.593877466472748,25,42.29089277602527,-71.07677158863422
892a30670afffff,Cambridge,19.549554430218727,40,42.38224039388309,-71.13223541239961
892a306752bffff,Cambridge,19.46749908711621,10,42.3796582997317,-71.1119973216127
892a306484bffff,Boston,19.093227662349182,55,42.277007372455934,-71.12809479271151
892a3064b87ffff,Boston,18.830457670232196,64,42.25946553329495,-71.11699431854103
892a3066ba7ffff,Boston,18.77755815256482,120,42.28901789282035,-71.05325493203927
892a3066babffff,Boston,18.763140461900914,249,42.291020921205586,-71.0594973564386
892a3074babffff,Boston,18.75624494124531,59,42.385107962855834,-71.0116726000784
892a30659c3ffff,Boston,18.595499335974548,1,42.28219456845093,-71.17456430042903
892a339a403ffff,Boston,18.563486294506994,82,42.25668265647556,-71.15892885097333
892a3066b6fffff,Boston,18.558984855839107,1,42.284348917305586,-71.07761271350068
892a3066b1bffff,Boston,18.52680730536635,96,42.29580409304803,-71.0682303612665
892a3065dcbffff,Boston,18.523960670892393,1,42.3025816644258,-71.16412100100692
892a3065937ffff,Boston,18.455111731630133,37,42.26685062382477,-71.16692371797167
892a30672b3ffff,Cambridge,18.411628716863405,2,42.38844481488701,-71.15748578118482
892a3064a0fffff,Boston,18.143709234721523,128,42.27248289929046,-71.14618915337384
892a3074b87ffff,Boston,17.978083571543287,52,42.390240257591955,-71.00548329117977
892a3064e3bffff,Boston,17.941309250480842,12,42.28881858732755,-71.126768859819
892a30666afffff,Boston,17.57775194346689,104,42.381996969823305,-71.06952673969909
892a3074bbbffff,Boston,17.50205342561659,69,42.38741347546473,-71.00756363210358
892a3064133ffff,Boston,17.18209247508731,3,42.306004183150286,-71.10751607531223
892a306642bffff,Boston,17.17983122999356,6,42.380635547521045,-71.05066279908253
892a3074b73ffff,Boston,17.15515150910704,13,42.38442040309342,-71.02402275472764
892a3074b6bffff,Boston,17.09694509319596,80,42.38191469570495,-71.03164176747423
892a30648b3ffff,Boston,17.087042799930796,97,42.27502924856767,-71.09994184455915
892a3064653ffff,Boston,17.041664198498385,1,42.35437072212718,-71.15052450797835
892a30671cfffff,Cambridge,16.962128734455444,16,42.37491227756824,-71.13078821721504
892a307496bffff,Boston,16.80024945325477,103,42.38311805916383,-70.99931996663173
892a3064b13ffff,Boston,16.71644486149195,1,42.25750465491396,-71.12744199249278
892a30648dbffff,Boston,16.625776486911363,10,42.28626168203142,-71.11547576333064
892a3064537ffff,Boston,16.391670445002177,9,42.32339766269567,-71.0890632673192
892a3064867ffff,Boston,16.2203056952056,29,42.26737156449333,-71.11818248433491
892a3064b4bffff,Boston,16.188871593590854,9,42.258386787734,-71.14467276913983
892a306482fffff,Boston,16.050095806016,59,42.26401583826013,-71.11254437837415
892a3065593ffff,Boston,16.0,2,42.35771919786829,-71.16227173583272
892a3064897ffff,Boston,15.788195488731727,92,42.280124269822714,-71.09848898922213
892a3064c5bffff,Boston,15.69213386410349,15,42.29890446211372,-71.10958158238047
892a3066b87ffff,Boston,15.505310328386573,37,42.29538352770212,-71.05460981329902
892a306607bffff,Cambridge,15.48873190385965,2,42.36605239846877,-71.07573737242848
892a3064e8fffff,Boston,15.28511038613688,7,42.29560170322117,-71.11998282182823
892a3064c6bffff,Boston,15.18222065504877,13,42.288001445922106,-71.1122464351566
892a3065503ffff,Boston,15.170278096338802,70,42.3494874223097,-71.1726154811205
892a3064e63ffff,Boston,15.127029236945562,56,42.28932261267551,-71.13599205951841
892a3064dd3ffff,Boston,14.958940110875384,84,42.28614558647315,-71.08226458372164
892a3067083ffff,Cambridge,14.814204840581212,52,42.39333136589009,-71.13171925984055
892a306611bffff,Boston,14.56535652953634,1,42.353696661639965,-71.05300100631031
892a30649cfffff,Boston,14.398434903367605,162,42.26185705727684,-71.10236563852247
892a306442fffff,Boston,14.095738115559874,4,42.339215042749565,-71.10968535229816
892a3065d33ffff,Boston,14.0,25,42.28893100413707,-71.15276834870936
892a306417bffff,Boston,14.0,29,42.309129118821055,-71.123669564655
892a3064d03ffff,Boston,13.898711509989095,41,42.27542131491683,-71.08071272229208
892a3066e9bffff,Boston,13.805470792844428,2,42.33949772390031,-71.05824402852029
892a3066bbbffff,Boston,13.674000691386228,87,42.29348794602258,-71.05629965327094
892a306700bffff,Cambridge,13.329694101452098,1,42.389146473509804,-71.14443767803854
892a3064d87ffff,Boston,13.282633194601111,66,42.2782730575324,-71.07192239676709
892a3074943ffff,Boston,13.129909013988586,43,42.38990046326106,-70.99813822233433
892a3064817ffff,Boston,13.072247688651753,32,42.27418694673507,-71.10896382393561
892a3064adbffff,Boston,12.810569340821612,56,42.285318956019374,-71.1488220814774
892a306654bffff,Boston,12.175901385053718,1,42.373368723008326,-71.04914386931398
892a30646c3ffff,Boston,12.159234409600126,2,42.358408030323815,-71.14252368062739
892a3067037ffff,Cambridge,11.691899762530438,26,42.37988792892911,-71.13466935880344
892a3064b37ffff,Boston,11.401566756225531,66,42.248257884907794,-71.12170563768082
892a306462fffff,Boston,11.01492635441809,4,42.340997088019236,-71.1423526495196
892a307494fffff,Boston,10.939131951394627,65,42.38841720695771,-71.00031734503612
892a30642d3ffff,Boston,10.894502864867958,43,42.34208285370702,-71.15924076235942
892a3391653ffff,Boston,10.862825792416652,115,42.24290281550193,-71.12268754288598
892a3064573ffff,Boston,10.704109980195263,13,42.32894081840477,-71.10206794256298
892a3066aa3ffff,Boston,10.682010620628619,27,42.309010734696436,-71.07134791578432
892a307497bffff,Boston,10.642671866842115,9,42.38518301179552,-70.99856901890104
892a3064823ffff,Boston,10.388657715605245,117,42.266963970179226,-71.11013501372213
892a30655afffff,Boston,10.324110195609022,45,42.34488640886228,-71.16411282884431
892a3064d07ffff,Boston,10.20901249218323,15,42.27336957162041,-71.07936009755394
892a3064ac3ffff,Boston,10.130729696009244,37,42.28261362935357,-71.14658692659079
892a3066477ffff,Boston,9.86458488799564,3,42.38312149148179,-71.05179202658282
892a30646d7ffff,Boston,9.840765590399874,4,42.3582211173181,-71.1410839841463
892a3066463ffff,Boston,9.704943144112184,6,42.38308712635994,-71.05824080565081
892a3067027ffff,Cambridge,9.56635703335299,20,42.37700179944323,-71.1370697173365
892a3064407ffff,Boston,9.3638204209308,2,42.34711755766501,-71.10693028752826
892a3064557ffff,Boston,9.345887728347385,6,42.33525450397248,-71.10335751136837
892a339a5bbffff,Boston,9.321754073394976,1,42.23620747821831,-71.13552285764644
892a3064157ffff,Boston,9.263445829408592,3,42.315534825308454,-71.11700462536724
892a3064a57ffff,Boston,9.241524813689619,205,42.27766768570904,-71.15006201577249
892a3066a63ffff,Boston,9.198355389187292,2,42.306910730713184,-71.0893153477017
892a3064e93ffff,Boston,9.11780841007386,47,42.30212663664531,-71.11612258450172
892a30671cbffff,Cambridge,9.11354671996876,25,42.37725597840911,-71.13260820452007
892a3065c27ffff,Boston,9.0,1,42.300443,-71.169808
892a306483bffff,Boston,8.790099941527554,89,42.26934570231571,-71.11254591730697
892a306480bffff,Boston,8.662778317700024,30,42.27554071378596,-71.11719498187416
892a3065dabffff,Boston,8.541677274678147,145,42.29081147644901,-71.15275839108328
892a3064803ffff,Boston,8.480979871204259,17,42.27466476071425,-71.11137141313029
892a339a41bffff,Boston,8.448436215994008,75,42.25894386689849,-71.16158581992732
892a3064197ffff,Boston,8.379513309892006,11,42.31720970120482,-71.0996909376231
892a306482bffff,Boston,8.327736788310249,46,42.26776345917545,-71.11585433870452
892a306702fffff,Cambridge,8.288266241781955,28,42.37679830067098,-71.14140975575864
892a30648bbffff,Boston,8.229061872705005,38,42.274854617610295,-71.10312794434059
892a3064a77ffff,Boston,8.179307017706654,14,42.270454149720436,-71.14788843154244
892a3064a97ffff,Boston,8.029092515272112,10,42.2803118511808,-71.13059073109045
892a3064e2bffff,Boston,7.7552982610356995,2,42.28465066422332,-71.12967509006361
892a3064877ffff,Boston,7.717226339340272,147,42.2695497448906,-71.11766297793613
892a3064dc3ffff,Boston,7.6110411290352324,127,42.28293637292462,-71.08329510510524
892a3066bb7ffff,Boston,7.589986739482004,160,42.29094770973698,-71.05121594615326
892a306494bffff,Boston,7.56704118575802,23,42.25966699401689,-71.11436620389543
892a30659bbffff,Boston,7.507093758719276,53,42.274302724318076,-71.1667811715061
892a3064e17ffff,Boston,7.472508372798094,80,42.29301686485862,-71.12250229620356
892a3067023ffff,Cambridge,7.443087302169668,15,42.37975878540733,-71.13818765717131
892a33916cbffff,Boston,7.430715585301669,93,42.245182102244605,-71.11977861325562
892a306696fffff,Boston,7.303120794487491,12,42.28574974459617,-71.04723799466719
892a3064a53ffff,Boston,7.295228121730288,172,42.28029640694932,-71.15220121006534
892a3066c9bffff,Boston,7.250570405554607,8,42.33789078855238,-71.0275955285149
892a3066617ffff,Boston,7.160062621138916,1,42.387204790045594,-71.07644645587554
892a3065917ffff,Boston,7.1442321631487555,13,42.27419673323194,-71.1686411858497
892a3064aa7ffff,Boston,7.114231868569425,101,42.26973660770262,-71.12997811286424
892a30659afffff,Boston,7.006418578936717,83,42.269300699207896,-71.16655320532017
892a3064c07ffff,Boston,6.968016167320497,32,42.291078273152195,-71.09336213171471
892a339a417ffff,Boston,6.933916540580906,24,42.25678091350298,-71.15641239350202
892a3065907ffff,Boston,6.7249807278731515,39,42.27197593744267,-71.17095678940007
892a3065583ffff,Boston,6.6736279450595175,22,42.35456404505491,-71.16397777954046
892a3066127ffff,Boston,6.643761990715274,5,42.33809718453075,-71.04533834786051
892a339a5b3ffff,Boston,6.552428416374209,23,42.23666010349939,-71.13019708636328
892a339a497ffff,Boston,6.548418212937541,11,42.26181075971439,-71.14726728159481
892a3064177ffff,Boston,6.529478666744642,38,42.30611031321282,-71.11698174382286
892a3064a73ffff,Boston,6.516162688461143,48,42.27270050228707,-71.14914086198604
892a30655abffff,Boston,6.484218398884485,136,42.34772937551611,-71.16688298251111
892a3064dd7ffff,Boston,6.453328657314483,75,42.2825150350144,-71.07970405836514
892a306484fffff,Boston,6.444474138236259,73,42.275021747739636,-71.12668010624775
892a3074b23ffff,Boston,6.395221347680916,28,42.38093360611707,-71.01536740620693
892a3064ab7ffff,Boston,6.3301936837658195,58,42.27262883005687,-71.12807341012606
892a30663a3ffff,Boston,6.122526460022705,9,42.34842471999712,-71.06803612166001
892a3064a17ffff,Boston,6.102020418312983,4,42.27629365729386,-71.13971423159468
892a3064e07ffff,Boston,6.0205134641242015,90,42.290748362597554,-71.12461172728547
892a30649d7ffff,Boston,5.998692073975624,16,42.26488550309492,-71.09708280216964
892a3066017ffff,Boston,5.984314881308606,1,42.3681885114039,-71.06093174404256
892a30655a3ffff,Boston,5.866080713673433,112,42.347489125909455,-71.16156905574324
892a3064a5bffff,Boston,5.759583168422585,57,42.28019369973961,-71.15572179291907
892a3064167ffff,Boston,5.6872455905202095,122,42.304890391636654,-71.1179805362614
892a3064acbffff,Boston,5.513919226836285,187,42.282977797086495,-71.15000298058263
892a3067193ffff,Cambridge,5.03426844404468,2,42.376885030369124,-71.11490536673404
892a3064257ffff,Boston,5.0,1,42.333961,-71.162732
892a3067337ffff,Boston,4.901706517771053,1,42.35994959648318,-71.1489147895527
892a3066c87ffff,Boston,4.892162538620229,6,42.33378401648359,-71.02455824163916
892a3064db3ffff,Boston,4.82981303748938,76,42.27493637479527,-71.06918097446076
892a306685bffff,Boston,4.679617013784008,3,42.31731165958141,-71.06133543065913
892a306485bffff,Boston,4.54696984179734,15,42.280099079344424,-71.12407135316626
892a339a4bbffff,Boston,4.516516527808727,2,42.257519747338925,-71.15012402705787
892a3064d7bffff,Boston,4.508642019463316,28,42.27198304166884,-71.09444726936968
892a306694bffff,Boston,4.496898167263733,22,42.29552940636206,-71.05170438881981
892a3065d27ffff,Boston,4.476814010084746,107,42.28307911982359,-71.15428924609675
892a306715bffff,Cambridge,4.46997435364046,12,42.37482158419187,-71.1384837774508
892a3064dbbffff,Boston,4.436254097157957,149,42.27512718664397,-71.07270717281116
892a3064ccbffff,Boston,4.329016152988159,3,42.302209188926554,-71.10544255716232
892a30673d7ffff,Cambridge,4.00603388290848,1,42.37832539533891,-71.15490236263712
892a339a513ffff,Boston,4.0,1,42.240065,-71.143498
892a306464bffff,Boston,3.9232334033037586,29,42.351589242760305,-71.15764400149584
892a3067327ffff,Boston,3.8582519703652514,2,42.357419509932996,-71.15205862360034
892a3064483ffff,Cambridge,3.807539987763936,10,42.355428038994994,-71.10281444914102
892a3067557ffff,Cambridge,3.7933880035113403,4,42.389940934818775,-71.11807586204823
892a3064ac7ffff,Boston,3.7893314668260016,58,42.279894227514966,-71.14436317941167
892a30655a7ffff,Boston,3.562678324809078,49,42.34543327057482,-71.15954802595913
892a3074b97ffff,Boston,3.5514132740977424,27,42.39222978595911,-71.00419780707745
892a3064d97ffff,Boston,3.5465045412744454,13,42.279849783120845,-71.07048249601165
892a3065da7ffff,Boston,3.4999591048446277,4,42.287067098939616,-71.14544713764964
892a3064a43ffff,Boston,3.3913379126703953,59,42.27819570707816,-71.15353794554213
892a3064873ffff,Boston,3.3173447001315486,22,42.27174553620676,-71.1179803475298
892a3067123ffff,Boston,3.24047404731289,2,42.359788301423556,-71.12462450235012
892a3391643ffff,Boston,3.2141360804463415,59,42.24084683656169,-71.12472697440533
892a3064a13ffff,Boston,3.1959810583975656,26,42.2777471538138,-71.14239022836338
892a3066e23ffff,Boston,3.1867479220026986,1,42.324792093001435,-71.06361374452013
892a3065d2fffff,Boston,3.100996174059917,114,42.28304639391771,-71.15922884735367
892a3064a83ffff,Boston,3.099913318134478,3,42.28110918451649,-71.1329587887774
892a3064bafffff,Boston,2.9422636119718795,86,42.25051193349743,-71.12008735242038
892a3065d37ffff,Boston,2.8307167475645887,75,42.285095464782266,-71.15149171905587
892a3393653ffff,Boston,2.751416321098935,33,42.28101634056126,-71.05852634491308
892a3064b4fffff,Boston,2.749690600420843,2,42.256191332013444,-71.14372391110528
892a3064a03ffff,Boston,2.579530334375631,18,42.274225760025416,-71.14529710014645
892a3074b2bffff,Boston,2.526275827934056,21,42.38097241914518,-71.01954484924313
892a30644cbffff,Cambridge,2.5260459990784074,1,42.35805212577726,-71.11589381958834
892a339165bffff,Boston,2.432136487853063,40,42.242208872662204,-71.12533665599622
892a306410bffff,Boston,2.3366360556716423,1,42.312932385089205,-71.11490122415704
892a306461bffff,Boston,2.3177231309885795,27,42.3533441778378,-71.14266434457932
892a33916cfffff,Boston,2.309029270519912,13,42.243588140855664,-71.11885448387281
892a306553bffff,Boston,2.1782345599117416,1,42.345632499627094,-71.17079872876894
892a3064aa3ffff,Boston,2.13009710638172,38,42.27223678724953,-71.13158048511389
892a3064a47ffff,Boston,1.927289373453798,13,42.27499794096611,-71.15053145503904
892a306559bffff,Boston,1.8994200468969096,1,42.356510950349765,-71.16593862025172
892a30642dbffff,Boston,1.8964186076466931,39,42.34184424622054,-71.16084912890196
892a3067127ffff,Boston,1.8800422299254103,8,42.35819712222296,-71.12172908810453
892a3064497ffff,Cambridge,1.8606972763107674,9,42.355965288186766,-71.09757935290651
892a3064a1bffff,Boston,1.8332548836873763,160,42.27767349093275,-71.14613589448606
892a3065dc7ffff,Boston,1.823892192525938,1,42.30007584974187,-71.16023650468097
892a30655c7ffff,Boston,1.8115712155536825,7,42.35426416974149,-71.17228602196154
892a3066967ffff,Boston,1.7086732990494413,53,42.286595192105324,-71.04135555663768
892a306486bffff,Boston,1.6975172594976569,23,42.269239806259044,-71.127374192341
892a3067393ffff,Cambridge,1.672840472680388,2,42.37683527939896,-71.1444566340552
892a30659cfffff,Boston,1.6614893566513715,7,42.27945797233834,-71.17830207192773
892a3064e37ffff,Boston,1.5867202154772522,2,42.28506399681294,-71.11917802006053
892a3064ec3ffff,Boston,1.5713849950752032,42,42.302643300489876,-71.1304519435004
892a3064bd3ffff,Boston,1.5709136814161633,21,42.2679918285824,-71.12837466183244
892a306683bffff,Boston,1.4901463941738198,27,42.30848071984371,-71.05001316435309
892a30670d7ffff,Cambridge,1.4647250838442083,2,42.39628720292996,-71.13662457751394
892a3066877ffff,Boston,1.4413835106772805,4,42.30685526062952,-71.05357117317408
892a3074947ffff,Boston,1.3919256870054242,20,42.38885416032777,-70.99656448715352
892a339a4cbffff,Boston,1.383662026277006,165,42.26414739029569,-71.16549611120317
892a30643afffff,Boston,1.3072027689539132,21,42.3080953175306,-71.13420994303223
892a3064863ffff,Boston,1.2664348285024138,19,42.26986824134455,-71.11978017219421
892a30668bbffff,Boston,1.1141915358884378,1,42.312765158962044,-71.04035096224804
892a3066ba3ffff,Boston,1.0459477020906374,184,42.2910888325826,-71.05488061254114
892a3067157ffff,Cambridge,0.9648413622961649,1,42.37224016420042,-71.13393593968988
892a3064ad3ffff,Boston,0.9619687836385507,1,42.28433442009751,-71.1426921774191
892a339a5b7ffff,Boston,0.8523078447927073,26,42.2352451998661,-71.12806173562748
892a3064a8bffff,Boston,0.8015521094665676,1,42.27903160606167,-71.13846116464612
892a33916c3ffff,Boston,0.7511567834623631,5,42.24473600172772,-71.11735564963193
892a3074ba7ffff,Boston,0.7148191754570784,4,42.383885146395784,-71.00473898093102
892a3064e83ffff,Boston,0.6666951980282845,14,42.30029836472134,-71.11877260985275
892a3066e57ffff,Boston,0.6651344479827187,1,42.33551376823062,-71.07150482583862
892a3065dc3ffff,Boston,0.6521471365816683,1,42.30047741334439,-71.16041696209386
892a306480fffff,Boston,0.6276697294907049,5,42.27169716058474,-71.11543021686461
892a3066083ffff,Boston,0.6005637917342965,2,42.375306372533316,-71.0572272549721
892a3074b37ffff,Boston,0.5915870525116416,8,42.380936679972216,-71.01183818124674
892a3064e77ffff,Boston,0.5909030777065366,2,42.28939695492545,-71.13400831720492
892a30643a7ffff,Boston,0.5892887504528127,28,42.307011272667864,-71.12916925542852
892a3066e3bffff,Boston,0.5644179512141063,1,42.32481291499526,-71.06444285860412
892a33916dbffff,Boston,0.5609949799778439,21,42.24903082243018,-71.11865821321832
892a3064ed3ffff,Boston,0.5364992550137498,100,42.3044367178743,-71.12752031135913
892a30661afffff,Boston,0.5264762787656129,2,42.34538027537748,-71.03852413369475
892a3064dabffff,Boston,0.4877598330882601,14,42.27363797862829,-71.07531329367801
892a3064edbffff,Boston,0.4481173770795342,72,42.30417462384961,-71.1311219310763
892a3064957ffff,Boston,0.3901794795236986,5,42.26037061161348,-71.10379796299723
892a30664a3ffff,Boston,0.3532946217477294,6,42.38431588091795,-71.03729442745006
892a30655b7ffff,Boston,0.3515166602680196,19,42.34651056715879,-71.15900328826598
892a3065dafffff,Boston,0.34244095386811446,103,42.288410992347245,-71.15059575315769
892a306714fffff,Cambridge,0.31103225349242547,1,42.36844700000001,-71.14036800000001
892a3067153ffff,Cambridge,0.2905316203616928,1,42.37518931744436,-71.13556781156863
892a3065527ffff,Boston,0.2847517545764864,3,42.33914649907906,-71.16726655478544
892a306486fffff,Boston,0.17940375084745597,2,42.2674144650476,-71.12588560208084
892a30658b7ffff,Boston,0.17760954275747926,3,42.290736674563526,-71.17532755111735
892a3064ed7ffff,Boston,0.17025154610504528,12,42.30254713714456,-71.1261748294044
892a3064ecbffff,Boston,0.15608340990809771,26,42.30235839686153,-71.13325461073272
892a3066423ffff,Boston,0.15055726448999548,1,42.38000480000001,-71.047594
892a306703bffff,Cambridge,0.14820297543440825,1,42.38407813494279,-71.14090416920259
892a30658afffff,Boston,0.11489357687428368,5,42.28927335927899,-71.18215922665749
892a30659dbffff,Boston,0.10298958769585921,2,42.28587998781457,-71.1776028300088
892a3064413ffff,Cambridge,0.10208067284300093,1,42.35325172002662,-71.10776998565298
892a30658a3ffff,Boston,0.10162133463215438,4,42.29149274100974,-71.17912080181088
892a3064acfffff,Boston,0.09658641174809748,188,42.28029658950009,-71.14804501752144
892a30658b3ffff,Boston,0.0814627677749469,1,42.293144832527865,-71.17644376389399
892a3065833ffff,Boston,0.0747262902020122,3,42.2877383387277,-71.1840069678601
892a3064327ffff,Boston,0.06735248256161663,8,42.30227970514158,-71.13914696681651
892a30643a3ffff,Boston,0.059175272110856464,12,42.30906932337971,-71.13316220567448
892a306416fffff,Boston,0.05392260766732893,16,42.30424455646654,-71.12489027702786
892a3065953ffff,Boston,0.045907832182636776,5,42.27938685682424,-71.18258021542498
892a3066833ffff,Boston,0.031129340897940505,1,42.308869079146945,-71.04629043546366
892a30643b7ffff,Boston,0.028976919355086905,6,42.309028709099,-71.12847749398537
892a3066473ffff,Boston,0.02170694706286004,1,42.38421374423912,-71.05659547582253
892a30658abffff,Boston,0.016638110864046235,1,42.290095098918336,-71.18136793316188
892a30659cbffff,Boston,0.014441549099766863,2,42.282366525,-71.18092675
892a3065827ffff,Boston,0.012720715290893757,2,42.281578815775106,-71.186069002187
892a306647bffff,Boston,0.010049091140807286,1,42.38434925,-71.05791930000001
892a339a4cfffff,Boston,0.0,107,42.26178450069393,-71.16345411879017
892a339a4d3ffff,Boston,0.0,27,42.26617260935622,-71.16047278108304
892a339a4c3ffff,Boston,0.0,105,42.26433854195231,-71.16181900085914
892a339a4c7ffff,Boston,0.0,96,42.261532937202155,-71.1592411821645
892a3065d73ffff,Boston,0.0,2,42.29066308934404,-71.16736362558188
892a33916d3ffff,Boston,0.0,80,42.248500498174636,-71.11270242937067
892a3067133ffff,Boston,0.0,8,42.363252305765116,-71.12169587840428
892a3067137ffff,Boston,0.0,10,42.36113304081283,-71.1194065604855
892a3064e57ffff,Boston,0.0,2,42.296248409530634,-71.13266324748935
892a30644cbffff,Boston,0.0,1,42.358023834744884,-71.1195422771598
892a3067013ffff,Cambridge,0.0,1,42.38979904774914,-71.13948150667551
892a3064e0fffff,Boston,0.0,21,42.29193219220891,-71.13127906198955
892a3064e0bffff,Boston,0.0,69,42.293649313880614,-71.13255238662148
892a306416bffff,Boston,0.0,42,42.30765608610744,-71.12450833216784
892a33936cfffff,Boston,0.0,153,42.28107348301187,-71.05542595315477
892a33936c3ffff,Boston,0.0,57,42.28210454502059,-71.05388382199138
892a339366fffff,Boston,0.0,1,42.267159,-71.062189
892a306559bffff,Cambridge,0.0,1,42.35830075,-71.16510985000001
892a3064e6fffff,Boston,0.0,1,42.28596258679902,-71.13809040598636
892a3065d6fffff,Boston,0.0,86,42.285108258076235,-71.16985189401977
892a3065d7bffff,Boston,0.0,2,42.29048642662235,-71.16770536035048
892a3065d77ffff,Boston,0.0,32,42.287376803842854,-71.16396429225362
892a3064e1bffff,Boston,0.0,3,42.29697855758789,-71.13122059560236
892a3066eb7ffff,Boston,0.0,2,42.328681543831365,-71.05089249267778
892a3066ed7ffff,Boston,0.0,8,42.33933269516695,-71.06206954256061
892a3066ec7ffff,Boston,0.0,8,42.33630656247851,-71.06350601527137
892a306732fffff,Boston,0.0,3,42.35671926723338,-71.15695804403377
892a3064eb7ffff,Boston,0.0,1,42.29240366794339,-71.11218274487001
892a30672a7ffff,Cambridge,0.0,1,42.382805,-71.157971
892a30659a7ffff,Boston,0.0,3,42.26798171967672,-71.1617234841652
892a3064ccfffff,Boston,0.0,2,42.298222675000005,-71.10294400000001
892a3066517ffff,Boston,0.0,2,42.37006438622721,-71.02881365265569
892a3066513ffff,Boston,0.0,3,42.37118182688179,-71.03014365836185
892a3066e8bffff,Boston,0.0,11,42.336776706189184,-71.0608775026531
892a30659a3ffff,Boston,0.0,15,42.27274752222455,-71.1639280291557
892a306599bffff,Boston,0.0,227,42.282902265054176,-71.1677481428775
892a3065997ffff,Boston,0.0,93,42.28086849590962,-71.1616768750957
892a306616fffff,Boston,0.0,4,42.34193547750251,-71.06097839040193
892a3066237ffff,Cambridge,0.0,2,42.360314280270195,-71.08840955177942
892a306622fffff,Cambridge,0.0,5,42.357135186043344,-71.09453857576158
892a3065597ffff,Boston,0.0,2,42.35692163776001,-71.16004884327037
892a306425bffff,Boston,0.0,1,42.335826,-71.168886
892a3064253ffff,Boston,0.0,38,42.337703460583676,-71.16645069226853
892a3064c7bffff,Boston,0.0,2,42.29200915,-71.10915172499999
892a3064c6fffff,Boston,0.0,7,42.2856987109901,-71.10729526990322
892a3064e9bffff,Boston,0.0,1,42.30054300366759,-71.11986215672154
892a3067183ffff,Cambridge,0.0,15,42.37460052441726,-71.11749110881196
892a3064457ffff,Boston,0.0,1,42.35324210186136,-71.11780739254463
892a3067103ffff,Cambridge,0.0,1,42.369736202834375,-71.12585976121206
892a306591bffff,Boston,0.0,1,42.27861244934743,-71.17831971921999
892a306639bffff,Cambridge,0.0,1,42.357775334062545,-71.07329121007932
892a3065913ffff,Boston,0.0,1,42.27635833210911,-71.17321047638073
892a3065d23ffff,Boston,0.0,59,42.28528773037197,-71.15774098710254
892a3074b8bffff,Boston,0.0,1,42.39366325,-71.01089135000001
892a3066c6bffff,Boston,0.0,5,42.326255448843675,-71.04829582146559
892a3066c73ffff,Boston,0.0,3,42.33002781727553,-71.04039827436897
892a3066c7bffff,Boston,0.0,1,42.32968648569447,-71.04647191995366
892a3066cbbffff,Boston,0.0,5,42.33217563677807,-71.02685998760705
892a3066cc3ffff,Boston,0.0,1,42.34067579684897,-71.03649329525973
892a3066d97ffff,Boston,0.0,5,42.318702643532845,-71.00675510965496
892a3066e13ffff,Boston,0.0,8,42.33523505229976,-71.06323866410773
892a3064c53ffff,Boston,0.0,2,42.29845605362127,-71.1046546603219
892a3064c57ffff,Boston,0.0,3,42.29749440908871,-71.10335236892155
892a30661b7ffff,Boston,0.0,2,42.34657176891221,-71.03297271647324
892a3064887ffff,Boston,0.0,74,42.27714399731288,-71.10087611142808
892a30661d3ffff,Boston,0.0,5,42.36046369945251,-71.05043633403163
892a3066977ffff,Boston,0.0,91,42.28866357108088,-71.04040176181589
